0000000001,0000000000,076542,063854,076519,026646,063837,084044,030119,063474,030154,063489
0000000002,0000000067,076979,062953,076953,027103,062936,084471,030572,062582,030605,062597
0000000003,0000000133,077392,062048,077369,027580,062034,084878,031055,061679,031089,061697
0000000004,0000000200,077788,061148,077764,028075,061135,085263,031550,060786,031583,060804
0000000005,0000000267,078164,060251,078138,028588,060237,085630,032061,059894,032092,059911
0000000006,0000000333,078517,059355,078492,029119,059341,085975,032594,059001,032625,059021
0000000007,0000000400,078847,058459,078825,029668,058448,086301,033146,058112,033175,058132
0000000008,0000000467,079161,057569,079138,030235,057558,086605,033719,057221,033747,057242
0000000009,0000000533,079451,056683,079429,030819,056672,086887,034298,056344,034325,056365
0000000010,0000000600,079720,055801,079699,031419,055791,087148,034904,055462,034931,055484
0000000011,0000000667,079971,054925,079947,032036,054915,087388,035516,054596,035541,054619
0000000012,0000000733,080195,054053,080173,032669,054044,087606,036153,053727,036177,053750
0000000013,0000000800,080399,053187,080378,033317,053179,087802,036803,052867,036826,052891
0000000014,0000000867,080582,052328,080561,033981,052322,087976,037464,052016,037486,052041
0000000015,0000000933,080744,051477,080722,034660,051471,088128,038142,051171,038162,051197
0000000016,0000001000,080882,050633,080861,035353,050628,088258,038833,050335,038852,050362
0000000017,0000001067,080998,049796,080978,036058,049792,088349,039505,049489,039508,049516
0000000018,0000001133,081092,048969,081074,036771,048967,088421,040122,048680,040094,048709
0000000019,0000001200,081165,048149,081146,037498,048146,088472,040891,047802,040867,047827
0000000020,0000001267,081215,047340,081196,038229,047338,088502,041600,046994,041571,047019
0000000021,0000001333,081244,046542,081224,038969,046543,088539,042344,046282,042312,046316
0000000022,0000001400,081249,045753,081230,039721,045753,088570,043183,045496,043160,045532
0000000023,0000001467,081231,044975,081214,040474,044978,088555,043906,044776,043877,044815
0000000024,0000001533,081192,044208,081173,041241,044210,088484,044704,043963,044672,043998
0000000025,0000001600,081130,043453,081111,042012,043457,088402,045436,043240,045399,043279
0000000026,0000001667,081044,042708,081026,042794,042713,088310,046242,042458,046203,042494
0000000027,0000001733,080936,041978,080917,043582,041983,088142,046971,041716,046921,041749
0000000028,0000001800,080804,041259,080786,044379,041265,088014,047794,040993,047742,041026
0000000029,0000001867,080649,040555,080631,045185,040563,087876,048632,040343,048580,040381
0000000030,0000001933,080471,039864,080454,045998,039874,087708,049461,039700,049405,039741
0000000031,0000002000,080269,039186,080252,046820,039196,087504,050309,039015,050250,039055
0000000032,0000002067,080045,038523,080028,047648,038534,087238,051090,038324,051024,038361
0000000033,0000002133,079798,037875,079781,048485,037888,087016,051968,037733,051902,037776
0000000034,0000002200,079528,037243,079511,049328,037257,086727,052793,037118,052721,037161
0000000035,0000002267,079235,036625,079219,050180,036640,086448,053674,036517,053600,036561
0000000036,0000002333,078920,036023,078904,051036,036040,086094,054480,035896,054398,035937
0000000037,0000002400,078583,035438,078568,051901,035457,085784,055384,035370,055302,035416
0000000038,0000002467,078225,034870,078210,052770,034890,085415,056253,034795,056167,034840
0000000039,0000002533,077847,034319,077831,053644,034340,085009,057093,034227,057000,034269
0000000040,0000002600,077447,033787,077431,054521,033809,084604,057961,033731,057864,033775
0000000041,0000002667,077027,033272,077012,055404,033296,084199,058868,033238,058770,033284
0000000042,0000002733,076589,032776,076573,056289,032803,083768,059765,032792,059669,032841
0000000043,0000002800,076131,032299,076115,057177,032327,083295,060638,032303,060542,032350
0000000044,0000002867,075655,031842,075639,058068,031871,082821,061539,031870,061444,031917
0000000045,0000002933,075160,031405,075145,058961,031436,082321,062420,031453,062324,031500
0000000046,0000003000,074649,030988,074634,059856,031021,081814,063328,031066,063235,031115
0000000047,0000003067,074121,030592,074106,060752,030627,081279,064219,030679,064127,030727
0000000048,0000003133,073576,030218,073562,061649,030255,080734,065118,030332,065028,030381
0000000049,0000003200,073016,029866,073002,062546,029905,080171,066014,029991,065926,030040
0000000050,0000003267,072442,029536,072427,063443,029576,079591,066904,029679,066818,029728
0000000051,0000003333,071852,029229,071838,064339,029272,079006,067802,029411,067718,029462
0000000052,0000003400,071248,028945,071234,065233,028989,078396,068688,029139,068604,029190
0000000053,0000003467,070631,028684,070617,066124,028730,077765,069565,028886,069481,028937
0000000054,0000003533,070001,028447,069987,067011,028495,077122,070433,028664,070350,028715
0000000055,0000003600,069358,028235,069344,067894,028285,076475,071301,028478,071218,028530
0000000056,0000003667,068703,028047,068688,068770,028098,075803,072165,028290,072083,028342
0000000057,0000003733,068035,027884,068021,069640,027937,075122,073010,028145,072928,028198
0000000058,0000003800,067356,027745,067342,070502,027800,074434,073866,028015,073785,028067
0000000059,0000003867,066666,027632,066652,071356,027689,073743,074721,027931,074641,027985
0000000060,0000003933,065964,027544,065950,072200,027603,073024,075540,027853,075460,027908
0000000061,0000004000,065252,027481,065237,073033,027541,072288,076349,027787,076269,027841
0000000062,0000004067,064529,027444,064514,073855,027505,071547,077155,027751,077075,027805
0000000063,0000004133,063795,027431,063780,074666,027494,070798,077953,027744,077873,027799
0000000064,0000004200,063051,027445,063036,075464,027508,070048,078748,027776,078670,027832
0000000065,0000004267,062296,027482,062281,076248,027547,069270,079508,027806,079429,027861
0000000066,0000004333,061531,027545,061516,077019,027611,068498,080277,027882,080200,027938
0000000067,0000004400,060757,027633,060741,077775,027700,067700,081009,027968,080932,028024
0000000068,0000004467,059972,027745,059956,078517,027812,066907,081749,028086,081673,028143
0000000069,0000004533,059178,027881,059161,079244,027949,066094,082466,028215,082395,028270
0000000070,0000004600,058374,028040,058357,079957,028109,065283,083188,028378,083126,028434
0000000071,0000004667,057561,028223,057544,080656,028292,064470,083902,028576,083850,028632
0000000072,0000004733,056739,028428,056721,081342,028498,063644,084602,028784,084559,028840
0000000073,0000004800,055909,028656,055890,082016,028727,062802,085272,029012,085237,029067
0000000074,0000004867,055070,028906,055051,082677,028977,061960,085938,029267,085913,029323
0000000075,0000004933,054223,029178,054204,083327,029249,061112,086593,029542,086577,029597
0000000076,0000005000,053370,029470,053350,083965,029542,060254,087226,029839,087217,029894
0000000077,0000005067,052510,029783,052489,084590,029855,059381,087830,030144,087827,030199
0000000078,0000005133,051644,030116,051623,085204,030188,058515,088438,030483,088439,030538
0000000079,0000005200,050773,030468,050752,085804,030541,057639,089017,030839,089023,030894
0000000080,0000005267,049899,030840,049877,086389,030914,056754,089576,031205,089585,031260
0000000081,0000005333,049021,031231,048999,086960,031305,055875,090128,031603,090142,031658
0000000082,0000005400,048141,031640,048119,087513,031715,054989,090658,032013,090676,032068
0000000083,0000005467,047260,032068,047237,088049,032143,054103,091170,032442,091191,032497
0000000084,0000005533,046379,032513,046356,088566,032590,053216,091660,032891,091684,032946
0000000085,0000005600,045499,032977,045475,089063,033054,052329,092128,033360,092155,033415
0000000086,0000005667,044619,033457,044595,089538,033535,051441,092574,033841,092603,033895
0000000087,0000005733,043743,033955,043718,089989,034033,050557,092999,034341,093030,034395
0000000088,0000005800,042869,034470,042844,090416,034549,049671,093391,034858,093421,034912
0000000089,0000005867,041999,035001,041973,090817,035082,048793,093765,035395,093793,035449
0000000090,0000005933,041133,035549,041107,091191,035631,047911,094100,035942,094125,035995
0000000091,0000006000,040271,036114,040245,091536,036196,047041,094421,036513,094443,036567
0000000092,0000006067,039415,036694,039388,091850,036777,046169,094706,037091,094724,037145
