0000000044,0000002867,077265,068065,086686,066335,079483,080656,086895,051849,011727,011604,051842,086808,005184,039560,028068,082724,087635,000040,088285,058244,023005,088285,058244,023005,086808,051842,011604,099401,058444,061279,043884,094875,077185
0000000045,0000002933,077408,068058,086539,066193,079489,080803,086327,052864,011265,011139,052857,086240,004889,039669,027265,082615,087930,000843,087787,059130,022600,087787,059130,022600,086240,052857,011139,099558,058849,060642,043737,094513,077726
0000000046,0000003000,077543,068059,086390,066057,079489,080952,085744,053887,010828,010701,053881,085656,004623,039777,026442,082507,088196,001666,087274,060023,022218,087274,060023,022218,085656,053881,010701,099691,059269,060009,043610,094139,078264
0000000047,0000003067,077673,068066,086240,065928,079482,081103,085139,054909,010414,010284,054903,085051,004387,039885,025598,082400,088432,002510,086744,060915,021856,086744,060915,021856,085051,054903,010284,099801,059704,059380,043505,093751,078799
0000000048,0000003133,077795,068080,086088,065805,079468,081254,084515,055927,010024,009892,055923,084427,004182,039991,024734,082294,088637,003374,086197,061804,021516,086197,061804,021516,084427,055923,009892,099885,060153,058756,043421,093351,079329
0000000049,0000003200,077911,068099,085936,065689,079448,081407,083872,056944,009658,009524,056940,083784,004007,040096,023850,082189,088812,004258,085633,062691,021196,085633,062691,021196,083784,056940,009524,099947,060617,058138,043358,092940,079854
0000000050,0000003267,078021,068125,085783,065580,079423,081560,083210,057956,009316,009181,057953,083121,003863,040199,022948,082085,088956,005160,085053,063574,020898,085053,063574,020898,083121,057953,009181,099984,061093,057526,043315,092517,080374
0000000051,0000003333,078124,068155,085629,065476,079392,081713,082530,058965,008999,008862,058963,082441,003749,040302,022027,081983,089070,006081,084457,064455,020621,084457,064455,020621,082441,058963,008862,099998,061581,056921,043292,092083,080888
0000000052,0000003400,078221,068191,085476,065379,079357,081867,081833,059969,008708,008569,059968,081744,003666,040403,021088,081882,089153,007020,083846,065331,020367,083846,065331,020367,081744,059968,008569,099989,062081,056324,043290,091640,081395
0000000053,0000003467,078313,068231,085323,065288,079317,082020,081119,060969,008442,008301,060968,081029,003613,040503,020132,081782,089206,007976,083220,066202,020135,083220,066202,020135,081029,060968,008301,099957,062591,055735,043308,091187,081896
0000000054,0000003533,078398,068275,085170,065202,079273,082173,080389,061961,008202,008059,061961,080299,003591,040601,019160,081684,089228,008949,082581,067068,019926,082581,067068,019926,080299,061961,008059,099902,063112,055154,043345,090725,082389
0000000055,0000003600,078478,068323,085018,065123,079225,082325,079643,062948,007989,007844,062949,079552,003599,040698,018171,081587,089220,009937,081928,067928,019740,081928,067928,019740,079552,062949,007844,099825,063643,054583,043402,090256,082874
0000000056,0000003667,078552,068374,084866,065048,079173,082476,078882,063927,007802,007656,063928,078791,003638,040793,017167,081492,089181,010941,081261,068781,019577,081261,068781,019577,078791,063928,007656,099727,064182,054022,043478,089779,083351
0000000057,0000003733,078621,068429,084716,064979,079119,082627,078106,064897,007642,007494,064899,078014,003706,040887,016149,081398,089113,011960,080582,069627,019438,080582,069627,019438,078014,064899,007494,099607,064729,053470,043572,089295,083819
0000000058,0000003800,078685,068486,084567,064916,079061,082776,077316,065858,007510,007359,065860,077223,003804,040979,015116,081306,089015,012992,079890,070464,019322,079890,070464,019322,077223,065860,007359,099465,065284,052930,043686,088805,084278
0000000059,0000003867,078743,068546,084420,064857,079002,082923,076512,066809,007404,007252,066812,076419,003931,041070,014071,081215,088888,014037,079186,071293,019230,079186,071293,019230,076419,066812,007252,099303,065846,052401,043818,088309,084728
0000000060,0000003933,078797,068608,084274,064803,078940,083069,075695,067749,007325,007171,067752,075600,004086,041158,013014,081126,088733,015094,078471,072112,019162,078471,072112,019162,075600,067752,007171,099121,066414,051885,043967,087809,085167
0000000061,0000004000,078846,068672,084130,064754,078876,083213,074864,068678,007274,007118,068681,074769,004270,041246,011945,081039,088549,016163,077744,072920,019118,077744,072920,019118,074769,068681,007118,098918,066987,051380,044135,087304,085596
0000000062,0000004067,078891,068737,083989,064709,078811,083354,074021,069594,007249,007093,069598,073925,004482,041331,010866,080954,088337,017242,077006,073718,019097,077006,073718,019097,073925,069598,007093,098696,067565,050889,044320,086795,086015
0000000063,0000004133,078931,068803,083849,064669,078744,083494,073165,070496,007253,007095,070501,073068,004722,041414,009777,080870,088097,018331,076258,074504,019101,076258,074504,019101,073068,070501,007095,098454,068147,050410,044522,086283,086422
0000000064,0000004200,078967,068871,083712,064634,078677,083631,072297,071386,007283,007124,071390,072200,004988,041496,008680,080789,087830,019428,075499,075278,019128,075499,075278,019128,072200,071390,007124,098194,068733,049946,044741,085769,086817
0000000065,0000004267,078998,068939,083577,064602,078608,083766,071418,072260,007341,007180,072265,071319,005282,041576,007575,080709,087537,020533,074730,076039,019179,074730,076039,019179,071319,072265,007180,097914,069322,049495,044976,085252,087201
0000000066,0000004333,079025,069008,083445,064575,078539,083898,070527,073120,007426,007264,073126,070428,005601,041654,006464,080631,087218,021645,073951,076788,019254,073951,076788,019254,070428,073126,007264,097616,069913,049059,045228,084733,087573
0000000067,0000004400,079048,069078,083316,064552,078469,084027,069625,073964,007538,007374,073970,069525,005946,041729,005346,080555,086873,022762,073162,077522,019352,073162,077522,019352,069525,073970,007374,097300,070506,048638,045497,084214,087933
0000000068,0000004467,079067,069148,083190,064533,078399,084153,068713,074792,007676,007511,074798,068611,006316,041803,004224,080481,086503,023885,072364,078243,019473,072364,078243,019473,068611,074798,007511,096966,071100,048231,045781,083693,088280
0000000069,0000004533,079082,069220,083065,064519,078328,084278,067799,075623,007849,007682,075629,067697,006712,041875,003097,080410,086107,025011,071565,078966,019624,071565,078966,019624,067697,075629,007682,096613,071697,047839,046081,083171,088614
0000000070,0000004600,079091,069293,082943,064509,078254,084400,066875,076436,008047,007879,076443,066771,007134,041944,001966,080340,085685,026142,070757,079674,019797,070757,079674,019797,066771,076443,007879,096244,072298,047462,046398,082647,088937
0000000071,0000004667,079097,069369,082822,064504,078178,084521,065946,077242,008275,008105,077250,065841,007583,042011,000832,080273,085236,027277,069944,080377,019996,069944,080377,019996,065841,077250,008105,095857,072902,047100,046730,082120,089247
0000000072,0000004733,079097,069448,082703,064503,078099,084640,065007,078030,008527,008357,078039,064901,008058,042076,-00305,080209,084761,028414,069123,081064,020217,069123,081064,020217,064901,078039,008357,095452,073509,046753,047078,081591,089546
0000000073,0000004800,079092,069529,082586,064508,078018,084757,064058,078801,008804,008632,078810,063951,008560,042138,-01444,080146,084259,029553,068294,081736,020458,068294,081736,020458,063951,078810,008632,095031,074120,046421,047441,081060,089832
0000000074,0000004867,079083,069613,082471,064517,077934,084872,063101,079553,009106,008932,079564,062992,009088,042198,-02584,080087,083731,030693,067456,082392,020721,067456,082392,020721,062992,079564,008932,094592,074733,046104,047820,080528,090105
0000000075,0000004933,079069,069700,082357,064531,077848,084986,062135,080289,009431,009256,080300,062024,009642,042255,-03725,080029,083177,031833,066611,083032,021005,066611,083032,021005,062024,080300,009256,094137,075349,045802,048214,079994,090367
0000000076,0000005000,079050,069789,082245,064550,077759,085098,061161,081006,009780,009604,081017,061049,010223,042310,-04865,079975,082596,032974,065760,083657,021309,065760,083657,021309,061049,081017,009604,093666,075966,045516,048623,079459,090616
0000000077,0000005067,079026,069880,082135,064574,077667,085208,060178,081700,010149,009972,081712,060065,010830,042362,-06005,079923,081989,034113,064900,084262,021631,064900,084262,021631,060065,081712,009972,093178,076586,045244,049048,078923,090852
0000000078,0000005133,078998,069975,082026,064602,077573,085317,059188,082373,010541,010362,082387,059073,011462,042411,-07143,079874,081357,035251,064034,084849,021973,064034,084849,021973,059073,082387,010362,092674,077206,044988,049486,078387,091076
0000000079,0000005200,078965,070071,081918,064635,077476,085425,058193,083028,010956,010776,083043,058076,012121,042457,-08278,079827,080698,036387,063164,085420,022334,063164,085420,022334,058076,083043,010776,092154,077828,044746,049939,077851,091288
0000000080,0000005267,078928,070171,081811,064672,077377,085532,057194,083664,011393,011211,083680,057075,012804,042501,-09411,079784,080015,037520,062290,085975,022715,062290,085975,022715,057075,083680,011211,091618,078450,044518,050406,077315,091488
0000000081,0000005333,078886,070273,081706,064714,077274,085638,056191,084280,011852,011669,084296,056071,013514,042541,-10541,079743,079305,038649,061414,086512,023115,061414,086512,023115,056071,084296,011669,091068,079072,044305,050887,076779,091676
0000000082,0000005400,078840,070378,081600,064760,077169,085743,055186,084875,012333,012148,084893,055064,014248,042579,-11667,079706,078570,039776,060535,087031,023533,060535,087031,023533,055064,084893,012148,090503,079695,044106,051381,076243,091853
0000000083,0000005467,078791,070486,081496,064810,077061,085847,054179,085448,012835,012649,085466,054056,015008,042614,-12789,079671,077811,040898,059655,087530,023970,059655,087530,023970,054056,085466,012649,089924,080317,043921,051887,075708,092018
0000000084,0000005533,078737,070596,081391,064863,076951,085952,053172,085998,013358,013170,086017,053047,015792,042646,-13906,079639,077027,042015,058775,088010,024424,058775,088010,024424,053047,086017,013170,089331,080938,043749,052405,075175,092172
0000000085,0000005600,078681,070709,081288,064920,076838,086056,052165,086524,013901,013711,086544,052038,016600,042675,-15018,079610,076219,043127,057895,088468,024897,057895,088468,024897,052038,086544,013711,088726,081558,043591,052935,074643,092314
0000000086,0000005667,078621,070823,081184,064979,076724,086159,051158,087025,014464,014273,087045,051030,017432,042701,-16125,079584,075387,044233,057016,088904,025387,057016,088904,025387,051030,087045,014273,088109,082175,043447,053476,074115,092445
0000000087,0000005733,078559,070939,081081,065041,076608,086262,050153,087500,015047,014854,087521,050023,018285,042724,-17225,079561,074534,045333,056138,089318,025894,056138,089318,025894,050023,087521,014854,087481,082789,043317,054026,073589,092564
0000000088,0000005800,078495,071056,080979,065106,076492,086364,049149,087943,015647,015453,087965,049017,019160,042744,-18318,079540,073659,046426,055261,089703,026416,055261,089703,026416,049017,087965,015453,086843,083398,043200,054586,073068,092672
0000000089,0000005867,078429,071172,080877,065171,076375,086466,048144,088351,016264,016069,088374,048011,020054,042762,-19402,079523,072765,047511,054384,090058,026953,054384,090058,026953,048011,088374,016069,086195,084001,043097,055155,072553,092768
0000000090,0000005933,078362,071288,080777,065238,076260,086566,047144,088732,016900,016703,088755,047010,020965,042777,-20478,079508,071854,048586,053511,090388,027507,053511,090388,027507,047010,088755,016703,085538,084596,043008,055731,072044,092853
