0000000001,0000000000,077328,021769,042432
0000000002,0000000067,077843,022172,041605
0000000003,0000000133,078344,022590,040776
0000000004,0000000200,078833,023024,039946
0000000005,0000000267,079296,023488,039114
0000000006,0000000333,079745,023967,038282
0000000007,0000000400,080181,024460,037450
0000000008,0000000467,080590,024982,036618
0000000009,0000000533,080984,025518,035787
0000000010,0000000600,081364,026068,034957
0000000011,0000000667,081716,026645,034130
0000000012,0000000733,082053,027235,033304
0000000013,0000000800,082376,027839,032481
0000000014,0000000867,082669,028468,031664
0000000015,0000000933,082947,029109,030849
0000000016,0000001000,083210,029762,030037
0000000017,0000001067,083443,030440,029234
0000000018,0000001133,083660,031128,028434
0000000019,0000001200,083862,031828,027639
0000000020,0000001267,084034,032550,026853
0000000021,0000001333,084189,033282,026074
0000000022,0000001400,084329,034024,025299
0000000023,0000001467,084437,034786,024537
0000000024,0000001533,084530,035557,023781
0000000025,0000001600,084606,036338,023032
0000000026,0000001667,084652,037136,022297
0000000027,0000001733,084681,037942,021570
0000000028,0000001800,084694,038757,020850
0000000029,0000001867,084675,039586,020147
0000000030,0000001933,084641,040423,019452
0000000031,0000002000,084590,041267,018766
0000000032,0000002067,084508,042123,018098
0000000033,0000002133,084411,042985,017440
0000000034,0000002200,084297,043853,016791
0000000035,0000002267,084152,044732,016162
0000000036,0000002333,083991,045614,015544
0000000037,0000002400,083815,046502,014937
0000000038,0000002467,083608,047397,014351
0000000039,0000002533,083385,048295,013777
0000000040,0000002600,083147,049197,013214
0000000041,0000002667,082879,050104,012675
0000000042,0000002733,082596,051013,012148
0000000043,0000002800,082298,051924,011633
0000000044,0000002867,081970,052838,011143
0000000045,0000002933,081628,053752,010666
0000000046,0000003000,081271,054667,010201
0000000047,0000003067,080886,055582,009764
0000000048,0000003133,080487,056497,009339
0000000049,0000003200,080074,057411,008928
0000000050,0000003267,079633,058322,008545
0000000051,0000003333,079180,059231,008176
0000000052,0000003400,078712,060139,007821
0000000053,0000003467,078219,061041,007494
0000000054,0000003533,077713,061941,007182
0000000055,0000003600,077194,062837,006885
0000000056,0000003667,076651,063725,006617
0000000057,0000003733,076095,064609,006364
0000000058,0000003800,075528,065489,006126
0000000059,0000003867,074937,066358,005918
0000000060,0000003933,074336,067222,005725
0000000061,0000004000,073723,068080,005548
0000000062,0000004067,073089,068925,005401
0000000063,0000004133,072445,069764,005270
0000000064,0000004200,071790,070595,005155
0000000065,0000004267,071116,071412,005070
0000000066,0000004333,070432,072220,005002
0000000067,0000004400,069739,073021,004949
0000000068,0000004467,069029,073804,004927
0000000069,0000004533,068310,074578,004921
0000000070,0000004600,067583,075343,004930
0000000071,0000004667,066840,076088,004971
0000000072,0000004733,066090,076823,005028
0000000073,0000004800,065333,077548,005100
0000000074,0000004867,064563,078251,005204
0000000075,0000004933,063786,078943,005323
0000000076,0000005000,063003,079623,005457
0000000077,0000005067,062209,080280,005623
0000000078,0000005133,061409,080925,005804
0000000079,0000005200,060605,081558,006000
0000000080,0000005267,059792,082165,006226
0000000081,0000005333,058975,082759,006467
0000000082,0000005400,058154,083339,006724
0000000083,0000005467,057326,083893,007010
0000000084,0000005533,056496,084433,007311
0000000085,0000005600,055663,084959,007626
0000000086,0000005667,054825,085456,007970
0000000087,0000005733,053986,085939,008328
0000000088,0000005800,053146,086406,008701
0000000089,0000005867,052303,086844,009101
0000000090,0000005933,051461,087267,009515
0000000091,0000006000,050618,087674,009943
0000000092,0000006067,049775,088050,010397
0000000093,0000006133,048933,088411,010864
0000000094,0000006200,048092,088755,011344
0000000095,0000006267,047254,089067,011850
0000000096,0000006333,046419,089363,012367
0000000097,0000006400,045585,089643,012897
0000000098,0000006467,044756,089889,013451
0000000099,0000006533,043931,090119,014016
0000000100,0000006600,043108,090332,014593
0000000101,0000006667,042294,090512,015192
0000000102,0000006733,041483,090674,015802
0000000103,0000006800,040678,090820,016422
0000000104,0000006867,039882,090931,017063
0000000105,0000006933,039091,091025,017714
0000000106,0000007000,038306,091102,018375
0000000107,0000007067,037534,091145,019054
0000000108,0000007133,036767,091170,019742
0000000109,0000007200,036008,091179,020438
0000000110,0000007267,035263,091152,021152
0000000111,0000007333,034525,091109,021873
0000000112,0000007400,033796,091048,022602
0000000113,0000007467,033082,090953,023346
0000000114,0000007533,032378,090841,024096
0000000115,0000007600,031682,090711,024854
0000000116,0000007667,031005,090548,025623
0000000117,0000007733,030337,090367,026399
0000000118,0000007800,029679,090170,027180
0000000119,0000007867,029042,089939,027972
0000000120,0000007933,028415,089692,028768
0000000121,0000008000,027798,089428,029568
0000000122,0000008067,027204,089131,030377
0000000123,0000008133,026621,088818,031189
0000000124,0000008200,026050,088488,032005
0000000125,0000008267,025503,088127,032826
0000000126,0000008333,024967,087750,033649
0000000127,0000008400,024444,087357,034475
0000000128,0000008467,023947,086934,035304
0000000129,0000008533,023462,086495,036135
0000000130,0000008600,022990,086041,036966
0000000131,0000008667,022546,085557,037798
0000000132,0000008733,022114,085059,038631
0000000133,0000008800,021697,084547,039463
0000000134,0000008867,021307,084006,040294
0000000135,0000008933,020931,083452,041124
0000000136,0000009000,020570,082883,041952
0000000137,0000009067,020237,082289,042777
0000000138,0000009133,019920,081681,043599
0000000139,0000009200,019617,081060,044419
0000000140,0000009267,019344,080415,045232
0000000141,0000009333,019086,079757,046042
0000000142,0000009400,018843,079088,046849
0000000143,0000009467,018631,078395,047647
0000000144,0000009533,018434,077692,048441
0000000145,0000009600,018252,076977,049229
0000000146,0000009667,018102,076242,050007
0000000147,0000009733,017968,075496,050780
0000000148,0000009800,017849,074740,051546
0000000149,0000009867,017762,073966,052300
0000000150,0000009933,017690,073182,053046
0000000151,0000010000,017635,072390,053786
0000000152,0000010067,017611,071581,054511
0000000153,0000010133,017603,070764,055228
0000000154,0000010200,017611,069939,055937
0000000155,0000010267,017651,069100,056628
0000000156,0000010333,017706,068255,057311
0000000157,0000010400,017778,067403,057985
0000000158,0000010467,017881,066538,058640
0000000159,0000010533,018000,065669,059286
0000000160,0000010600,018134,064794,059921
0000000161,0000010667,018300,063909,060535
0000000162,0000010733,018481,063021,061139
0000000163,0000010800,018678,062128,061732
0000000164,0000010867,018906,061228,062302
0000000165,0000010933,019149,060326,062861
0000000166,0000011000,019407,059421,063408
0000000167,0000011067,019695,058511,063932
0000000168,0000011133,019998,057599,064442
0000000169,0000011200,020316,056687,064941
0000000170,0000011267,020663,055772,065414
0000000171,0000011333,021024,054857,065874
0000000172,0000011400,021400,053942,066320
0000000173,0000011467,021803,053027,066740
0000000174,0000011533,022221,052114,067147
0000000175,0000011600,022653,051201,067539
0000000176,0000011667,023111,050292,067904
0000000177,0000011733,023583,049386,068254
0000000178,0000011800,024067,048481,068591
0000000179,0000011867,024578,047583,068898
0000000180,0000011933,025101,046688,069190
0000000181,0000012000,025636,045797,069468
0000000182,0000012067,026196,044914,069716
0000000183,0000012133,026767,044036,069950
0000000184,0000012200,027350,043164,070167
0000000185,0000012267,027955,042302,070355
0000000186,0000012333,028571,041446,070527
0000000187,0000012400,029199,040596,070684
0000000188,0000012467,029847,039760,070810
0000000189,0000012533,030504,038931,070920
0000000190,0000012600,031172,038109,071015
0000000191,0000012667,031859,037303,071079
0000000192,0000012733,032555,036506,071126
0000000193,0000012800,033259,035717,071159
0000000194,0000012867,033981,034946,071160
0000000195,0000012933,034711,034184,071145
0000000196,0000013000,035448,033432,071114
0000000197,0000013067,036201,032701,071052
0000000198,0000013133,036960,031980,070975
0000000199,0000013200,037726,031269,070882
0000000200,0000013267,038505,030581,070757
0000000201,0000013333,039290,029905,070618
0000000202,0000013400,040080,029240,070462
0000000203,0000013467,040881,028599,070277
0000000204,0000013533,041687,027971,070075
0000000205,0000013600,042498,027356,069859
0000000206,0000013667,043316,026766,069613
0000000207,0000013733,044138,026190,069351
0000000208,0000013800,044964,025627,069075
0000000209,0000013867,045795,025092,068769
0000000210,0000013933,046629,024570,068449
0000000211,0000014000,047465,024064,068114
0000000212,0000014067,048305,023586,067751
0000000213,0000014133,049145,023123,067374
0000000214,0000014200,049987,022675,066983
0000000215,0000014267,050830,022257,066565
0000000216,0000014333,051673,021855,066133
0000000217,0000014400,052516,021468,065687
0000000218,0000014467,053358,021113,065216
0000000219,0000014533,054198,020774,064731
0000000220,0000014600,055037,020451,064234
0000000221,0000014667,055872,020161,063713
0000000222,0000014733,056705,019886,063179
0000000223,0000014800,057536,019629,062633
0000000224,0000014867,058360,019404,062063
0000000225,0000014933,059181,019197,061483
0000000226,0000015000,059999,019006,060891
0000000227,0000015067,060807,018849,060278
0000000228,0000015133,061612,018709,059654
0000000229,0000015200,062411,018587,059020
0000000230,0000015267,063200,018498,058366
0000000231,0000015333,063982,018427,057702
0000000232,0000015400,064759,018373,057029
0000000233,0000015467,065523,018353,056338
0000000234,0000015533,066280,018351,055639
0000000235,0000015600,067030,018366,054931
0000000236,0000015667,067765,018415,054207
0000000237,0000015733,068492,018481,053475
0000000238,0000015800,069211,018565,052736
0000000239,0000015867,069913,018683,051984
0000000240,0000015933,070605,018818,051224
0000000241,0000016000,071289,018971,050458
0000000242,0000016067,071954,019157,049681
0000000243,0000016133,072608,019360,048898
0000000244,0000016200,073253,019579,048110
0000000245,0000016267,073876,019832,047312
0000000246,0000016333,074489,020102,046510
0000000247,0000016400,075091,020388,045704
0000000248,0000016467,075670,020707,044891
0000000249,0000016533,076237,021041,044074
0000000250,0000016600,076792,021392,043255
0000000251,0000016667,077324,021774,042431
0000000252,0000016733,077842,022172,041604
0000000253,0000016800,078349,022586,040776
0000000254,0000016867,078829,023029,039945
0000000255,0000016933,079296,023488,039114
0000000256,0000017000,079750,023962,038282
0000000257,0000017067,080177,024465,037449
0000000258,0000017133,080590,024982,036617
0000000259,0000017200,080989,025513,035786
0000000260,0000017267,081360,026072,034956
0000000261,0000017333,081716,026645,034129
0000000262,0000017400,082059,027231,033303
0000000263,0000017467,082371,027843,032481
0000000264,0000017533,082669,028468,031663
0000000265,0000017600,082952,029105,030847
0000000266,0000017667,083205,029766,030038
