0000000001,0000000000,083260,064828
0000000002,0000000067,083774,064003
0000000003,0000000133,084275,063177
0000000004,0000000200,084764,062349
0000000005,0000000267,085226,061519
0000000006,0000000333,085675,060689
0000000007,0000000400,086110,059858
0000000008,0000000467,086518,059028
0000000009,0000000533,086912,058199
0000000010,0000000600,087292,057370
0000000011,0000000667,087643,056545
0000000012,0000000733,087980,055721
0000000013,0000000800,088303,054899
0000000014,0000000867,088596,054083
0000000015,0000000933,088874,053270
0000000016,0000001000,089136,052460
0000000017,0000001067,089369,051657
0000000018,0000001133,089587,050859
0000000019,0000001200,089788,050065
0000000020,0000001267,089960,049281
0000000021,0000001333,090115,048502
0000000022,0000001400,090255,047729
0000000023,0000001467,090364,046968
0000000024,0000001533,090456,046213
0000000025,0000001600,090533,045464
0000000026,0000001667,090579,044730
0000000027,0000001733,090608,044004
0000000028,0000001800,090621,043285
0000000029,0000001867,090603,042582
0000000030,0000001933,090569,041888
0000000031,0000002000,090519,041203
0000000032,0000002067,090438,040535
0000000033,0000002133,090341,039877
0000000034,0000002200,090227,039229
0000000035,0000002267,090083,038601
0000000036,0000002333,089923,037983
0000000037,0000002400,089747,037376
0000000038,0000002467,089541,036791
0000000039,0000002533,089319,036217
0000000040,0000002600,089082,035654
0000000041,0000002667,088814,035114
0000000042,0000002733,088532,034587
0000000043,0000002800,088235,034072
0000000044,0000002867,087908,033582
0000000045,0000002933,087567,033104
0000000046,0000003000,087211,032640
0000000047,0000003067,086827,032202
0000000048,0000003133,086429,031777
0000000049,0000003200,086017,031365
0000000050,0000003267,085578,030982
0000000051,0000003333,085125,030612
0000000052,0000003400,084659,030256
0000000053,0000003467,084167,029929
0000000054,0000003533,083662,029616
0000000055,0000003600,083144,029318
0000000056,0000003667,082602,029049
0000000057,0000003733,082048,028795
0000000058,0000003800,081482,028556
0000000059,0000003867,080893,028347
0000000060,0000003933,080293,028153
0000000061,0000004000,079681,027975
0000000062,0000004067,079048,027827
0000000063,0000004133,078405,027695
0000000064,0000004200,077752,027578
0000000065,0000004267,077079,027492
0000000066,0000004333,076397,027422
0000000067,0000004400,075706,027368
0000000068,0000004467,074997,027344
0000000069,0000004533,074280,027337
0000000070,0000004600,073554,027345
0000000071,0000004667,072813,027384
0000000072,0000004733,072065,027439
0000000073,0000004800,071309,027510
0000000074,0000004867,070540,027611
0000000075,0000004933,069765,027728
0000000076,0000005000,068983,027861
0000000077,0000005067,068191,028025
0000000078,0000005133,067393,028204
0000000079,0000005200,066590,028398
0000000080,0000005267,065779,028622
0000000081,0000005333,064963,028861
0000000082,0000005400,064144,029116
0000000083,0000005467,063318,029400
0000000084,0000005533,062489,029698
0000000085,0000005600,061657,030012
0000000086,0000005667,060821,030354
0000000087,0000005733,059984,030710
0000000088,0000005800,059145,031080
0000000089,0000005867,058304,031478
0000000090,0000005933,057463,031890
0000000091,0000006000,056622,032315
0000000092,0000006067,055781,032767
0000000093,0000006133,054940,033232
0000000094,0000006200,054101,033710
0000000095,0000006267,053265,034213
0000000096,0000006333,052430,034728
0000000097,0000006400,051598,035256
0000000098,0000006467,050770,035807
0000000099,0000006533,049946,036370
0000000100,0000006600,049126,036945
0000000101,0000006667,048312,037541
0000000102,0000006733,047504,038149
0000000103,0000006800,046699,038767
0000000104,0000006867,045904,039405
0000000105,0000006933,045115,040054
0000000106,0000007000,044332,040712
0000000107,0000007067,043560,041388
0000000108,0000007133,042795,042074
0000000109,0000007200,042037,042768
0000000110,0000007267,041293,043479
0000000111,0000007333,040557,044198
0000000112,0000007400,039829,044925
0000000113,0000007467,039116,045667
0000000114,0000007533,038413,046415
0000000115,0000007600,037718,047170
0000000116,0000007667,037042,047937
0000000117,0000007733,036375,048711
0000000118,0000007800,035718,049490
0000000119,0000007867,035082,050279
0000000120,0000007933,034455,051073
0000000121,0000008000,033840,051871
0000000122,0000008067,033247,052678
0000000123,0000008133,032665,053488
0000000124,0000008200,032094,054301
0000000125,0000008267,031547,055120
0000000126,0000008333,031013,055942
0000000127,0000008400,030491,056766
0000000128,0000008467,029994,057593
0000000129,0000008533,029510,058421
0000000130,0000008600,029039,059251
0000000131,0000008667,028594,060082
0000000132,0000008733,028163,060912
0000000133,0000008800,027746,061743
0000000134,0000008867,027357,062572
0000000135,0000008933,026981,063400
0000000136,0000009000,026620,064227
0000000137,0000009067,026288,065050
0000000138,0000009133,025971,065870
0000000139,0000009200,025668,066689
0000000140,0000009267,025395,067501
0000000141,0000009333,025137,068310
0000000142,0000009400,024895,069115
0000000143,0000009467,024682,069912
0000000144,0000009533,024486,070704
0000000145,0000009600,024304,071491
0000000146,0000009667,024154,072268
0000000147,0000009733,024019,073040
0000000148,0000009800,023900,073805
0000000149,0000009867,023813,074558
0000000150,0000009933,023741,075303
0000000151,0000010000,023686,076042
0000000152,0000010067,023661,076766
0000000153,0000010133,023653,077482
0000000154,0000010200,023661,078190
0000000155,0000010267,023700,078882
0000000156,0000010333,023755,079564
0000000157,0000010400,023826,080237
0000000158,0000010467,023929,080892
0000000159,0000010533,024047,081537
0000000160,0000010600,024181,082172
0000000161,0000010667,024346,082786
0000000162,0000010733,024527,083389
0000000163,0000010800,024723,083982
0000000164,0000010867,024950,084553
0000000165,0000010933,025192,085111
0000000166,0000011000,025449,085659
0000000167,0000011067,025736,086182
0000000168,0000011133,026038,086693
0000000169,0000011200,026355,087191
0000000170,0000011267,026701,087665
0000000171,0000011333,027062,088125
0000000172,0000011400,027436,088572
0000000173,0000011467,027839,088992
0000000174,0000011533,028256,089399
0000000175,0000011600,028686,089792
0000000176,0000011667,029143,090158
0000000177,0000011733,029614,090509
0000000178,0000011800,030098,090845
0000000179,0000011867,030607,091154
0000000180,0000011933,031128,091447
0000000181,0000012000,031662,091726
0000000182,0000012067,032221,091975
0000000183,0000012133,032791,092209
0000000184,0000012200,033372,092428
0000000185,0000012267,033976,092616
0000000186,0000012333,034591,092790
0000000187,0000012400,035217,092948
0000000188,0000012467,035864,093075
0000000189,0000012533,036520,093187
0000000190,0000012600,037186,093283
0000000191,0000012667,037872,093348
0000000192,0000012733,038566,093397
0000000193,0000012800,039269,093431
0000000194,0000012867,039989,093433
0000000195,0000012933,040717,093420
0000000196,0000013000,041453,093391
0000000197,0000013067,042204,093331
0000000198,0000013133,042962,093255
0000000199,0000013200,043727,093164
0000000200,0000013267,044504,093041
0000000201,0000013333,045287,092903
0000000202,0000013400,046076,092750
0000000203,0000013467,046876,092566
0000000204,0000013533,047680,092367
0000000205,0000013600,048489,092153
0000000206,0000013667,049306,091908
0000000207,0000013733,050126,091649
0000000208,0000013800,050950,091374
0000000209,0000013867,051780,091071
0000000210,0000013933,052612,090753
0000000211,0000014000,053447,090420
0000000212,0000014067,054285,090059
0000000213,0000014133,055124,089685
0000000214,0000014200,055964,089296
0000000215,0000014267,056806,088879
0000000216,0000014333,057647,088450
0000000217,0000014400,058488,088007
0000000218,0000014467,059329,087537
0000000219,0000014533,060167,087055
0000000220,0000014600,061005,086561
0000000221,0000014667,061839,086041
0000000222,0000014733,062670,085510
0000000223,0000014800,063499,084966
0000000224,0000014867,064322,084399
0000000225,0000014933,065142,083821
0000000226,0000015000,065958,083232
0000000227,0000015067,066765,082621
0000000228,0000015133,067568,081999
0000000229,0000015200,068366,081367
0000000230,0000015267,069153,080716
0000000231,0000015333,069935,080055
0000000232,0000015400,070710,079384
0000000233,0000015467,071473,078695
0000000234,0000015533,072229,077998
0000000235,0000015600,072978,077293
0000000236,0000015667,073711,076571
0000000237,0000015733,074437,075842
0000000238,0000015800,075155,075105
0000000239,0000015867,075856,074355
0000000240,0000015933,076547,073598
0000000241,0000016000,077230,072834
0000000242,0000016067,077893,072059
0000000243,0000016133,078547,071278
0000000244,0000016200,079191,070492
0000000245,0000016267,079813,069697
0000000246,0000016333,080425,068897
0000000247,0000016400,081026,068093
0000000248,0000016467,081604,067282
0000000249,0000016533,082171,066467
0000000250,0000016600,082725,065650
0000000251,0000016667,083256,064827
0000000252,0000016733,083774,064003
0000000253,0000016800,084280,063177
0000000254,0000016867,084759,062348
0000000255,0000016933,085226,061518
0000000256,0000017000,085679,060688
0000000257,0000017067,086106,059857
0000000258,0000017133,086518,059027
0000000259,0000017200,086917,058197
0000000260,0000017267,087288,057370
0000000261,0000017333,087644,056544
0000000262,0000017400,087986,055719
0000000263,0000017467,088298,054899
0000000264,0000017533,088596,054082
0000000265,0000017600,088879,053268
0000000266,0000017667,089132,052460
0000000267,0000017733,089369,051656
0000000268,0000017800,089592,050856
0000000269,0000017867,089783,050066
0000000270,0000017933,089959,049280
0000000271,0000018000,090120,048499
0000000272,0000018067,090249,047730
0000000273,0000018133,090363,046967
0000000274,0000018200,090461,046210
0000000275,0000018267,090527,045466
0000000276,0000018333,090578,044730
0000000277,0000018400,090612,044001
0000000278,0000018467,090615,043287
0000000279,0000018533,090603,042582
0000000280,0000018600,090574,041885
0000000281,0000018667,090513,041205
0000000282,0000018733,090437,040535
0000000283,0000018800,090345,039874
0000000284,0000018867,090222,039232
0000000285,0000018933,090083,038601
0000000286,0000019000,089928,037980
0000000287,0000019067,089742,037380
0000000288,0000019133,089541,036791
0000000289,0000019200,089324,036213
0000000290,0000019267,089077,035658
0000000291,0000019333,088815,035115
0000000292,0000019400,088537,034583
0000000293,0000019467,088230,034076
0000000294,0000019533,087909,033582
0000000295,0000019600,087572,033100
0000000296,0000019667,087207,032644
0000000297,0000019733,086828,032202
0000000298,0000019800,086434,031772
0000000299,0000019867,086013,031370
0000000300,0000019933,085578,030982
0000000301,0000020000,085130,030607
0000000302,0000020067,084655,030261
0000000303,0000020133,084167,029929
0000000304,0000020200,083666,029611
0000000305,0000020267,083140,029322
0000000306,0000020333,082602,029049
0000000307,0000020400,082052,028790
0000000308,0000020467,081478,028561
0000000309,0000020533,080893,028347
0000000310,0000020600,080296,028148
0000000311,0000020667,079677,027980
0000000312,0000020733,079048,027827
0000000313,0000020800,078409,027689
0000000314,0000020867,077749,027583
0000000315,0000020933,077079,027492
0000000316,0000021000,076400,027417
0000000317,0000021067,075703,027372
0000000318,0000021133,074997,027344
0000000319,0000021200,074282,027331
0000000320,0000021267,073551,027350
0000000321,0000021333,072813,027384
0000000322,0000021400,072067,027434
0000000323,0000021467,071307,027514
0000000324,0000021533,070540,027611
0000000325,0000021600,069767,027723
0000000326,0000021667,068981,027866
0000000327,0000021733,068191,028024
0000000328,0000021800,067395,028198
0000000329,0000021867,066589,028403
0000000330,0000021933,065779,028622
0000000331,0000022000,064964,028856
0000000332,0000022067,064143,029121
0000000333,0000022133,063318,029400
0000000334,0000022200,062490,029694
0000000335,0000022267,061657,030016
0000000336,0000022333,060822,030354
0000000337,0000022400,059985,030705
0000000338,0000022467,059145,031085
0000000339,0000022533,058304,031478
0000000340,0000022600,057463,031885
0000000341,0000022667,056622,032320
0000000342,0000022733,055781,032767
0000000343,0000022800,054940,033228
0000000344,0000022867,054101,033714
0000000345,0000022933,053264,034213
0000000346,0000023000,052429,034724
0000000347,0000023067,051598,035260
0000000348,0000023133,050770,035807
0000000349,0000023200,049945,036366
0000000350,0000023267,049127,036948
0000000351,0000023333,048312,037541
0000000352,0000023400,047502,038145
0000000353,0000023467,046701,038770
0000000354,0000023533,045905,039405
0000000355,0000023600,045113,040050
0000000356,0000023667,044334,040715
0000000357,0000023733,043560,041388
0000000358,0000023800,042793,042071
0000000359,0000023867,042040,042771
0000000360,0000023933,041294,043479
0000000361,0000024000,040555,044196
0000000362,0000024067,039831,044928
0000000363,0000024133,039117,045667
0000000364,0000024200,038410,046413
0000000365,0000024267,037721,047172
0000000366,0000024333,037042,047937
0000000367,0000024400,036372,048709
0000000368,0000024467,035722,049491
0000000369,0000024533,035082,050279
0000000370,0000024600,034452,051071
0000000371,0000024667,033844,051873
0000000372,0000024733,033247,052678
0000000373,0000024800,032661,053487
0000000374,0000024867,032098,054302
0000000375,0000024933,031547,055120
0000000376,0000025000,031009,055941
0000000377,0000025067,030495,056766
0000000378,0000025133,029994,057593
0000000379,0000025200,029505,058421
0000000380,0000025267,029043,059251
0000000381,0000025333,028594,060082
0000000382,0000025400,028158,060912
0000000383,0000025467,027750,061742
0000000384,0000025533,027356,062572
0000000385,0000025600,026976,063400
0000000386,0000025667,026625,064226
0000000387,0000025733,026288,065049
0000000388,0000025800,025966,065871
0000000389,0000025867,025673,066687
0000000390,0000025933,025395,067501
0000000391,0000026000,025132,068311
0000000392,0000026067,024900,069113
0000000393,0000026133,024682,069912
0000000394,0000026200,024480,070705
0000000395,0000026267,024309,071490
0000000396,0000026333,024154,072268
0000000397,0000026400,024014,073042
0000000398,0000026467,023906,073803
0000000399,0000026533,023813,074557
0000000400,0000026600,023736,075306
0000000401,0000026667,023691,076040
0000000402,0000026733,023662,076766
0000000403,0000026800,023648,077485
0000000404,0000026867,023666,078188
0000000405,0000026933,023700,078882
0000000406,0000027000,023750,079567
0000000407,0000027067,023832,080234
0000000408,0000027133,023929,080892
0000000409,0000027200,024042,081540
0000000410,0000027267,024186,082168
0000000411,0000027333,024346,082786
0000000412,0000027400,024522,083393
0000000413,0000027467,024728,083979
0000000414,0000027533,024950,084553
0000000415,0000027600,025187,085115
0000000416,0000027667,025454,085655
0000000417,0000027733,025736,086182
0000000418,0000027800,026033,086697
0000000419,0000027867,026360,087187
0000000420,0000027933,026701,087665
0000000421,0000028000,027057,088129
0000000422,0000028067,027441,088568
0000000423,0000028133,027839,088992
0000000424,0000028200,028251,089404
0000000425,0000028267,028691,089788
0000000426,0000028333,029143,090158
0000000427,0000028400,029609,090513
0000000428,0000028467,030102,090841
0000000429,0000028533,030607,091154
0000000430,0000028600,031124,091452
0000000431,0000028667,031667,091721
0000000432,0000028733,032221,091975
0000000433,0000028800,032787,092214
0000000434,0000028867,033376,092423
0000000435,0000028933,033976,092616
0000000436,0000029000,034588,092795
0000000437,0000029067,035221,092943
0000000438,0000029133,035864,093075
0000000439,0000029200,036517,093192
0000000440,0000029267,037190,093277
0000000441,0000029333,037872,093348
0000000442,0000029400,038563,093402
0000000443,0000029467,039272,093425
0000000444,0000029533,039989,093433
0000000445,0000029600,040715,093425
0000000446,0000029667,041456,093386
0000000447,0000029733,042204,093331
0000000448,0000029800,042960,093260
0000000449,0000029867,043729,093158
0000000450,0000029933,044504,093041
0000000451,0000030000,045285,092908
0000000452,0000030067,046078,092745
0000000453,0000030133,046876,092566
0000000454,0000030200,047678,092372
0000000455,0000030267,048490,092148
0000000456,0000030333,049306,091908
0000000457,0000030400,050125,091654
0000000458,0000030467,050951,091370
0000000459,0000030533,051780,091071
0000000460,0000030600,052611,090758
0000000461,0000030667,053447,090416
0000000462,0000030733,054285,090060
0000000463,0000030800,055124,089689
0000000464,0000030867,055964,089291
0000000465,0000030933,056806,088879
0000000466,0000031000,057647,088454
0000000467,0000031067,058488,088002
0000000468,0000031133,059328,087537
0000000469,0000031200,060168,087060
0000000470,0000031267,061004,086557
0000000471,0000031333,061839,086041
0000000472,0000031400,062671,085514
0000000473,0000031467,063499,084962
0000000474,0000031533,064323,084399
0000000475,0000031600,065143,083825
0000000476,0000031667,065956,083228
0000000477,0000031733,066765,082621
0000000478,0000031800,067570,082003
0000000479,0000031867,068364,081364
0000000480,0000031933,069153,080716
0000000481,0000032000,069937,080058
0000000482,0000032067,070708,079381
0000000483,0000032133,071473,078695
0000000484,0000032200,072231,078001
0000000485,0000032267,072975,077290
0000000486,0000032333,073711,076571
0000000487,0000032400,074440,075844
0000000488,0000032467,075152,075103
0000000489,0000032533,075856,074355
0000000490,0000032600,076550,073600
0000000491,0000032667,077227,072832
0000000492,0000032733,077893,072059
0000000493,0000032800,078550,071280
0000000494,0000032867,079187,070491
0000000495,0000032933,079813,069697
0000000496,0000033000,080429,068898
0000000497,0000033067,081022,068092
0000000498,0000033133,081604,067282
0000000499,0000033200,082175,066468
0000000500,0000033267,082721,065649
0000000501,0000033333,083256,064827
0000000502,0000033400,083778,064004
0000000503,0000033467,084275,063176
0000000504,0000033533,084759,062348
0000000505,0000033600,085230,061518
0000000506,0000033667,085675,060688
0000000507,0000033733,086106,059857
0000000508,0000033800,086523,059027
0000000509,0000033867,086912,058198
0000000510,0000033933,087288,057370
0000000511,0000034000,087649,056543
0000000512,0000034067,087981,055720
0000000513,0000034133,088298,054899
0000000514,0000034200,088601,054081
0000000515,0000034267,088874,053269
0000000516,0000034333,089132,052460
0000000517,0000034400,089374,051655
0000000518,0000034467,089586,050858
0000000519,0000034533,089783,050066
0000000520,0000034600,089965,049278
0000000521,0000034667,090115,048501
0000000522,0000034733,090249,047730
0000000523,0000034800,090368,046965
0000000524,0000034867,090456,046212
0000000525,0000034933,090527,045466
0000000526,0000035000,090583,044727
0000000527,0000035067,090607,044003
0000000528,0000035133,090615,043287
0000000529,0000035200,090608,042579
0000000530,0000035267,090569,041888
0000000531,0000035333,090513,041205
0000000532,0000035400,090442,040532
0000000533,0000035467,090340,039877
0000000534,0000035533,090222,039233
0000000535,0000035600,090088,038598
0000000536,0000035667,089923,037983
0000000537,0000035733,089742,037380
0000000538,0000035800,089546,036787
0000000539,0000035867,089319,036217
0000000540,0000035933,089077,035658
0000000541,0000036000,088820,035111
0000000542,0000036067,088532,034587
0000000543,0000036133,088230,034076
0000000544,0000036200,087914,033578
0000000545,0000036267,087568,033105
0000000546,0000036333,087207,032645
0000000547,0000036400,086833,032197
0000000548,0000036467,086430,031777
0000000549,0000036533,086013,031370
0000000550,0000036600,085583,030977
0000000551,0000036667,085125,030612
0000000552,0000036733,084655,030261
0000000553,0000036800,084171,029924
0000000554,0000036867,083662,029616
0000000555,0000036933,083140,029322
0000000556,0000037000,082606,029044
0000000557,0000037067,082048,028795
0000000558,0000037133,081478,028561
0000000559,0000037200,080896,028342
0000000560,0000037267,080292,028153
0000000561,0000037333,079677,027980
0000000562,0000037400,079052,027822
0000000563,0000037467,078405,027695
0000000564,0000037533,077749,027583
0000000565,0000037600,077082,027487
0000000566,0000037667,076397,027422
0000000567,0000037733,075703,027372
0000000568,0000037800,075000,027339
0000000569,0000037867,074279,027336
0000000570,0000037933,073551,027350
0000000571,0000038000,072815,027379
0000000572,0000038067,072064,027439
0000000573,0000038133,071307,027514
0000000574,0000038200,070542,027606
0000000575,0000038267,069765,027728
0000000576,0000038333,068981,027866
0000000577,0000038400,068193,028019
0000000578,0000038467,067393,028203
0000000579,0000038533,066589,028402
0000000580,0000038600,065780,028617
0000000581,0000038667,064963,028861
0000000582,0000038733,064143,029121
0000000583,0000038800,063319,029395
0000000584,0000038867,062489,029698
0000000585,0000038933,061657,030016
0000000586,0000039000,060822,030349
0000000587,0000039067,059984,030710
0000000588,0000039133,059145,031085
0000000589,0000039200,058305,031474
0000000590,0000039267,057463,031890
0000000591,0000039333,056622,032320
0000000592,0000039400,055780,032763
0000000593,0000039467,054940,033232
0000000594,0000039533,054101,033714
0000000595,0000039600,053264,034209
0000000596,0000039667,052430,034728
0000000597,0000039733,051598,035260
0000000598,0000039800,050769,035803
0000000599,0000039867,049946,036370
0000000600,0000039933,049127,036948
0000000601,0000040000,048311,037538
0000000602,0000040067,047503,038149
0000000603,0000040133,046701,038770
0000000604,0000040200,045903,039402
0000000605,0000040267,045115,040054
0000000606,0000040333,044334,040715
0000000607,0000040400,043558,041385
0000000608,0000040467,042796,042074
0000000609,0000040533,042040,042771
0000000610,0000040600,041291,043477
0000000611,0000040667,040557,044198
0000000612,0000040733,039832,044928
0000000613,0000040800,039114,045664
0000000614,0000040867,038413,046415
0000000615,0000040933,037722,047172
0000000616,0000041000,037039,047935
0000000617,0000041067,036375,048711
0000000618,0000041133,035722,049491
0000000619,0000041200,035078,050277
0000000620,0000041267,034456,051073
0000000621,0000041333,033844,051873
0000000622,0000041400,033243,052677
0000000623,0000041467,032665,053488
0000000624,0000041533,032098,054302
0000000625,0000041600,031543,055120
0000000626,0000041667,031013,055942
0000000627,0000041733,030495,056766
0000000628,0000041800,029989,057593
0000000629,0000041867,029509,058422
0000000630,0000041933,029043,059251
0000000631,0000042000,028589,060081
0000000632,0000042067,028163,060912
0000000633,0000042133,027750,061742
0000000634,0000042200,027352,062572
0000000635,0000042267,026981,063400
0000000636,0000042333,026625,064226
0000000637,0000042400,026283,065050
0000000638,0000042467,025971,065870
0000000639,0000042533,025673,066687
0000000640,0000042600,025390,067502
0000000641,0000042667,025137,068310
0000000642,0000042733,024900,069113
0000000643,0000042800,024677,069913
0000000644,0000042867,024486,070704
0000000645,0000042933,024309,071490
0000000646,0000043000,024149,072270
0000000647,0000043067,024019,073040
0000000648,0000043133,023906,073803
0000000649,0000043200,023808,074560
0000000650,0000043267,023741,075303
0000000651,0000043333,023691,076040
0000000652,0000043400,023656,076769
0000000653,0000043467,023653,077482
0000000654,0000043533,023666,078188
0000000655,0000043600,023695,078885
0000000656,0000043667,023755,079564
0000000657,0000043733,023832,080234
0000000658,0000043800,023924,080895
0000000659,0000043867,024047,081537
0000000660,0000043933,024186,082168
0000000661,0000044000,024341,082790
0000000662,0000044067,024527,083390
0000000663,0000044133,024728,083979
0000000664,0000044200,024945,084556
0000000665,0000044267,025192,085112
0000000666,0000044333,025454,085655
0000000667,0000044400,025731,086186
0000000668,0000044467,026038,086693
0000000669,0000044533,026360,087187
0000000670,0000044600,026696,087669
0000000671,0000044667,027062,088125
0000000672,0000044733,027441,088568
0000000673,0000044800,027834,088997
0000000674,0000044867,028256,089399
0000000675,0000044933,028690,089788
0000000676,0000045000,029139,090162
0000000677,0000045067,029614,090509
0000000678,0000045133,030102,090841
0000000679,0000045200,030602,091158
0000000680,0000045267,031128,091447
0000000681,0000045333,031667,091721
0000000682,0000045400,032217,091980
0000000683,0000045467,032791,092209
0000000684,0000045533,033376,092423
0000000685,0000045600,033973,092621
0000000686,0000045667,034591,092790
