0000000001,0000000000,092554,057908,092586,029062,058389,092883,030749,060298,031198,060383
0000000002,0000000067,093068,057083,093100,029465,057562,093380,031157,059435,031601,059523
0000000003,0000000133,093569,056257,093602,029884,056733,093863,031580,058571,032020,058662
0000000004,0000000200,094057,055429,094091,030318,055904,094333,032019,057706,032453,057801
0000000005,0000000267,094519,054599,094554,030782,055072,094774,032487,056841,032916,056938
0000000006,0000000333,094968,053768,095003,031260,054240,095201,032969,055975,033393,056076
0000000007,0000000400,095404,052938,095439,031753,053407,095614,033466,055110,033885,055213
0000000008,0000000467,095812,052108,095847,032276,052575,095998,033991,054246,034404,054353
0000000009,0000000533,096206,051278,096241,032811,051744,096367,034529,053384,034938,053494
0000000010,0000000600,096585,050450,096622,033361,050914,096722,035082,052523,035485,052636
0000000011,0000000667,096937,049624,096974,033938,050087,097046,035661,051667,036058,051783
0000000012,0000000733,097274,048801,097311,034529,049262,097354,036253,050813,036644,050932
0000000013,0000000800,097596,047979,097633,035132,048439,097648,036858,049961,037243,050084
0000000014,0000000867,097889,047163,097927,035761,047621,097910,037488,049116,037867,049242
0000000015,0000000933,098167,046350,098205,036402,046806,098157,038130,048275,038503,048404
0000000016,0000001000,098430,045540,098468,037056,045995,098388,038784,047438,039151,047570
0000000017,0000001067,098663,044737,098701,037733,045191,098587,039461,046610,039822,046745
0000000018,0000001133,098880,043939,098918,038422,044391,098771,040149,045786,040504,045925
0000000019,0000001200,099082,043145,099120,039121,043596,098938,040849,044968,041197,045110
0000000020,0000001267,099253,042361,099291,039843,042811,099073,041569,044161,041912,044306
0000000021,0000001333,099409,041582,099447,040575,042031,099192,042300,043360,042636,043509
0000000022,0000001400,099549,040809,099586,041317,041257,099294,043041,042566,043370,042717
0000000023,0000001467,099657,040047,099695,042079,040494,099364,043801,041784,044124,041939
0000000024,0000001533,099750,039293,099787,042851,039739,099417,044570,041011,044886,041169
0000000025,0000001600,099827,038544,099864,043631,038989,099454,045348,040244,045658,040405
0000000026,0000001667,099872,037810,099909,044430,038254,099459,046143,039493,046446,039658
0000000027,0000001733,099902,037084,099938,045236,037527,099447,046946,038751,047242,038918
0000000028,0000001800,099915,036365,099951,046050,036807,099418,047757,038017,048047,038188
0000000029,0000001867,099897,035662,099933,046880,036104,099357,048582,037300,048865,037475
0000000030,0000001933,099863,034968,099898,047716,035409,099279,049415,036594,049691,036771
0000000031,0000002000,099813,034282,099848,048560,034723,099186,050254,035896,050523,036077
0000000032,0000002067,099731,033615,099766,049416,034055,099059,051105,035219,051368,035402
0000000033,0000002133,099634,032957,099668,050279,033397,098917,051962,034551,052218,034738
0000000034,0000002200,099521,032309,099554,051147,032748,098758,052825,033895,053074,034084
0000000035,0000002267,099376,031681,099409,052025,032120,098567,053697,033260,053939,033452
0000000036,0000002333,099216,031063,099249,052908,031502,098360,054574,032636,054809,032832
0000000037,0000002400,099041,030456,099072,053795,030894,098137,055455,032024,055683,032222
0000000038,0000002467,098834,029871,098865,054690,030309,097883,056343,031435,056565,031636
0000000039,0000002533,098612,029296,098642,055589,029735,097613,057234,030858,057450,031062
0000000040,0000002600,098375,028734,098405,056491,029172,097328,058129,030293,058337,030501
0000000041,0000002667,098108,028194,098136,057398,028632,097011,059028,029754,059230,029964
0000000042,0000002733,097826,027667,097853,058307,028105,096680,059929,029228,060124,029440
0000000043,0000002800,097529,027152,097555,059218,027590,096334,060832,028714,061021,028930
0000000044,0000002867,097202,026662,097227,060131,027100,095957,061737,028227,061919,028446
0000000045,0000002933,096861,026184,096885,061046,026623,095567,062643,027754,062818,027975
0000000046,0000003000,096505,025720,096529,061961,026159,095161,063549,027294,063718,027518
0000000047,0000003067,096121,025281,096144,062876,025721,094727,064455,026863,064617,027089
0000000048,0000003133,095723,024857,095744,063790,025297,094279,065360,026446,065516,026674
0000000049,0000003200,095311,024445,095331,064704,024886,093816,066264,026043,066414,026274
0000000050,0000003267,094871,024061,094891,065615,024502,093327,067166,025669,067309,025902
0000000051,0000003333,094419,023692,094437,066525,024133,092824,068065,025310,068202,025546
0000000052,0000003400,093953,023336,093970,067432,023778,092307,068962,024966,069093,025204
0000000053,0000003467,093460,023008,093476,068335,023451,091765,069854,024652,069979,024892
0000000054,0000003533,092955,022696,092970,069234,023139,091210,070742,024354,070861,024596
0000000055,0000003600,092438,022397,092452,070130,022842,090642,071628,024070,071740,024315
0000000056,0000003667,091896,022129,091908,071019,022574,090050,072505,023818,072612,024065
0000000057,0000003733,091342,021875,091353,071902,022321,089446,073377,023582,073479,023830
0000000058,0000003800,090776,021636,090785,072782,022083,088831,074245,023361,074341,023611
0000000059,0000003867,090186,021427,090195,073651,021875,088192,075103,023172,075193,023424
0000000060,0000003933,089586,021233,089593,074515,021683,087543,075955,022999,076039,023252
0000000061,0000004000,088975,021055,088981,075373,021505,086883,076801,022841,076880,023097
0000000062,0000004067,088342,020907,088346,076218,021359,086202,077634,022716,077708,022973
0000000063,0000004133,087699,020775,087702,077057,021228,085511,078460,022608,078529,022866
0000000064,0000004200,087046,020658,087047,077888,021112,084810,079279,022515,079343,022775
0000000065,0000004267,086373,020572,086373,078705,021028,084090,080083,022455,080142,022716
0000000066,0000004333,085691,020502,085690,079514,020959,083361,080879,022411,080933,022674
0000000067,0000004400,085000,020447,084997,080314,020906,082624,081667,022384,081716,022648
0000000068,0000004467,084291,020424,084286,081097,020884,081869,082437,022389,082482,022654
0000000069,0000004533,083573,020417,083568,081871,020878,081107,083198,022410,083238,022677
0000000070,0000004600,082848,020425,082840,082636,020888,080336,083949,022448,083986,022715
0000000071,0000004667,082107,020464,082098,083381,020929,079551,084681,022518,084714,022787
0000000072,0000004733,081358,020519,081348,084116,020985,078759,085403,022605,085431,022874
0000000073,0000004800,080603,020589,080591,084841,021058,077961,086115,022708,086139,022978
0000000074,0000004867,079834,020691,079820,085544,021161,077150,086804,022843,086825,023113
0000000075,0000004933,079058,020808,079043,086236,021280,076333,087483,022994,087500,023265
0000000076,0000005000,078277,020941,078260,086917,021415,075511,088150,023161,088163,023433
0000000077,0000005067,077484,021105,077466,087574,021580,074679,088793,023360,088804,023632
0000000078,0000005133,076687,021283,076667,088218,021761,073842,089424,023575,089432,023848
0000000079,0000005200,075884,021477,075863,088851,021957,073001,090043,023806,090048,024079
0000000080,0000005267,075072,021702,075049,089458,022183,072152,090637,024068,090639,024341
0000000081,0000005333,074257,021941,074232,090052,022425,071300,091217,024346,091216,024619
0000000082,0000005400,073437,022196,073411,090633,022681,070445,091785,024639,091781,024912
0000000083,0000005467,072611,022480,072583,091186,022967,069584,092325,024962,092319,025235
0000000084,0000005533,071782,022778,071753,091726,023268,068721,092851,025300,092843,025573
0000000085,0000005600,070951,023092,070920,092252,023583,067857,093364,025654,093354,025927
0000000086,0000005667,070115,023434,070083,092749,023927,066989,093848,026037,093836,026310
0000000087,0000005733,069278,023790,069244,093232,024286,066121,094317,026435,094303,026707
0000000088,0000005800,068439,024160,068403,093700,024658,065252,094772,026847,094756,027118
0000000089,0000005867,067598,024558,067561,094138,025059,064382,095196,027287,095180,027558
0000000090,0000005933,066757,024970,066718,094560,025473,063513,095606,027741,095588,028012
0000000091,0000006000,065915,025395,065875,094968,025900,062644,096000,028209,095982,028479
0000000092,0000006067,065074,025847,065033,095344,026354,061778,096363,028705,096344,028974
0000000093,0000006133,064234,026312,064191,095704,026821,060913,096711,029213,096691,029482
0000000094,0000006200,063395,026790,063350,096048,027301,060050,097043,029735,097022,030002
0000000095,0000006267,062558,027293,062512,096361,027807,059191,097342,030282,097322,030549
0000000096,0000006333,061724,027808,061676,096656,028325,058336,097626,030842,097605,031107
0000000097,0000006400,060891,028336,060842,096936,028855,057483,097893,031415,097872,031679
0000000098,0000006467,060064,028887,060013,097182,029408,056637,098128,032011,098107,032274
0000000099,0000006533,059240,029450,059188,097412,029974,055795,098346,032619,098325,032880
0000000100,0000006600,058419,030025,058366,097625,030551,054957,098547,033238,098527,033499
0000000101,0000006667,057606,030621,057551,097805,031150,054129,098715,033880,098696,034139
0000000102,0000006733,056797,031229,056741,097967,031759,053306,098866,034533,098848,034790
0000000103,0000006800,055993,031847,055935,098113,032380,052488,099000,035196,098983,035452
0000000104,0000006867,055198,032485,055139,098224,033021,051682,099100,035880,099084,036134
0000000105,0000006933,054409,033133,054349,098319,033671,050883,099184,036574,099169,036826
